2021	6514220	car	2	4398	PCE60D320
2021	3803763	car	2	4918	PC8F8E598
2021	2223161	car	2	4984	PCBABF130
2021	1228573	truck	4	4460	PCDF04952
14:30:03 2021	4872795	car	2	4326	PC356AE8F
2021	2074513	van	2	4600	PCB99E8F9
2021	7368256	car	2	4735	PC2294422
2021	2168309	car	2	4162	PC51A39A7
08:37:17 2021	5131457	car	2	4012	PCEF5C190
23:48:43 2021	2398430	car	2	4223	PCA37D114
2021	6065595	van	2	4990	PCFE28E92
16:59:38 2021	9885768	car	2	4154	PC2C2EF9E
2021	4327783	car	2	4913	PC685427C
2021	3904834	truck	4	4388	PC803F0F2
19:48:50 2021	1358382	car	2	4299	PCAD3B9BC
2021	3579992	car	2	4725	PCB905D54
2021	8130760	car	2	4229	PCD0DDD3D
2021	6546218	car	2	4354	PC0671DD4
16:42:24 2021	3673515	car	2	4127	PCA2D76A5
20:43:54 2021	9888875	truck	4	4522	PC0A326BE
20:44:08 2021	8136080	truck	4	4410	PC6EFC03B
2021	2078447	van	2	4689	PC89C35AD
16:41:49 2021	8090807	car	2	4296	PCA24C1E1
07:32:04 2021	4309692	car	2	4303	PC2E2E0C0
2021	3752767	car	2	4346	PCA35B156
23:10:29 2021	9407219	car	2	4253	PC82A16E6
14:29:11 2021	2167845	van	2	5007	PC869BDE8
2021	7903517	car	2	4534	PCAD9E1F9
2021	7385817	car	2	4742	PC05B8749
2021	5673776	car	2	4944	PC41EEC34
2021	823973	car	2	4171	PC36C9AE8
2021	9361361	car	2	4750	PCD987A9D
2021	8744445	car	2	4878	PC08F56A1
14:01:06 2021	2910050	car	2	4274	PC88EA64E
11:21:12 2021	1686323	car	2	4377	PC4AC8EAD
07:10:55 2021	9113006	car	2	4265	PC5B2AFFA
2021	660597	car	2	4304	PC89FB76E
2021	8500934	car	2	4797	PCE2D63A7
2021	395519	truck	4	4061	PC3A63A79
14:17:00 2021	2616607	truck	4	4085	PC6150735
2021	7218572	car	2	4675	PCE49911B
2021	994857	truck	4	4997	PC8111910
20:12:17 2021	3168436	car	2	4241	PC7241796
2021	1572712	car	2	4890	PCAFC8A56
2021	545955	car	2	4537	PC10C700F
2021	2013386	car	2	4743	PCE6EEF2E
2021	6566889	car	2	4026	PC2CE9851
2021	852585	car	2	4373	PC8806694
2021	6196238	truck	4	4116	PCCA836C9
11:07:12 2021	6031416	truck	4	4785	PC787D664
15:15:09 2021	6905906	van	2	5002	PC585BD38
2021	3764238	car	2	4728	PC07BF95F
06:31:23 2021	1673826	truck	4	4015	PC524833E
2021	316662	car	2	4817	PCFF02057
2021	2992127	truck	4	4857	PC59F4E22
2021	7517992	car	2	4724	PC3DE08BF
2021	6232948	truck	4	4725	PCB905D54
2021	4369477	car	2	4591	PCC9875AC
18:18:53 2021	4388245	truck	4	4792	PC3E35002
20:49:07 2021	8392508	car	2	4927	PC2D22627
2021	6858708	car	2	4397	PCB070250
06:59:16 2021	6215048	truck	4	4195	PC308070B
2021	7046549	truck	4	4336	PCD30AB50
18:37:46 2021	7899881	truck	4	4520	PC8140983
2021	9824238	car	2	4328	PC3777B8E
10:25:38 2021	8180012	car	2	4749	PC65C93B7
2021	426578	car	2	4990	PCFE28E92
2021	3284775	car	2	4231	PC016D687
2021	5487227	car	2	4643	PC6713209
2021	1772941	car	2	4121	PCEC57A8E
2021	2471284	van	2	4400	PC3BD7D63
2021	6040036	car	2	4119	PC9EBEDB5
2021	9249042	truck	4	4695	PC4A5D62F
22:59:28 2021	5791925	car	2	4495	PC210A754
01:01:14 2021	3696614	truck	4	4434	PCA491459
05:42:51 2021	7892550	car	2	4299	PCAD3B9BC
19:31:14 2021	5673214	van	2	4023	PC77793DF
05:58:42 2021	6657095	truck	4	4365	PC0F226DF
16:03:31 2021	2067579	van	2	4582	PC98750ED
2021	1005686	car	2	4119	PC9EBEDB5
02:44:35 2021	7521772	van	2	4416	PC546F252
2021	6545042	car	2	4898	PC0AE9E1B
05:03:17 2021	3473929	truck	4	4698	PC8BCEB19
2021	29457	car	2	4416	PC546F252
2021	7360318	car	2	4993	PC0F0AB4E
2021	3427163	truck	4	4356	PCF1979AE
2021	3007179	van	2	4504	PC461DCD3
2021	2151509	car	2	4811	PCBF83C7A
2021	1067960	car	2	4574	PCC1F6F13
07:01:26 2021	1100257	car	2	4116	PCCA836C9
2021	4346999	car	2	4049	PC4779D38
2021	4371005	car	2	4435	PC3E78C17
2021	1583109	car	2	4272	PC09BDC08
2021	8808595	car	2	4929	PC9E503B6
01:15:16 2021	1841800	van	2	4531	PC857F4A0
2021	1825050	car	2	4222	PC15EC378
2021	8490556	car	2	4657	PCC591410
2021	2549393	truck	4	4481	PC30AAE76
2021	9636921	truck	4	4145	PC5FBE4B8
2021	8899022	truck	4	4813	PCACF7982
2021	8112100	van	2	4585	PCF3AE602
2021	335366	car	2	4924	PCE3427C5
2021	1716955	truck	4	4584	PC1085B78
2021	4153555	van	2	4225	PCC1ED0C5
2021	5626263	car	2	4719	PCBD66B01
23:05:57 2021	49472	car	2	4830	PC12EEFE0
15:24:15 2021	2497636	car	2	4073	PCA3797CA
19:13:15 2021	7825358	truck	4	4954	PCA276EBB
2021	6084818	van	2	4732	PCD83DE25
2021	5455899	car	2	4155	PC9042B3F
2021	1849505	van	2	4142	PC7ACFF7C
2021	6114302	car	2	4737	PCED7EAFE
2021	8064123	car	2	4337	PCCF6A454
19:17:50 2021	538972	truck	4	4507	PC11DCA73
2021	6869546	truck	4	4092	PC40C2E00
16:00:33 2021	3766512	car	2	4269	PCC7106FF
2021	3528403	car	2	4610	PCA4D3E9B
2021	4380057	van	2	4980	PCBD5C822
2021	7876599	car	2	4295	PCD483999
2021	969619	car	2	4412	PC821BC98
2021	5763049	car	2	4364	PCB33ACE8
2021	6079402	truck	4	4290	PC84E8CEF
22:59:23 2021	4832816	car	2	4264	PC9DFEBB0
2021	3518759	truck	4	4412	PC821BC98
2021	4469770	truck	4	4712	PC94168A2
11:25:34 2021	7942552	truck	4	4603	PC485BE5B
2021	2493747	truck	4	4180	PC250A90D
15:31:28 2021	8099060	car	2	4592	PC627AA14
2021	4492765	truck	4	4008	PC5680D80
07:45:56 2021	5758058	car	2	4083	PC90346C9
2021	9496559	car	2	4573	PC4D8469D
2021	3174341	car	2	4642	PC17D596F
2021	3318165	car	2	4693	PCB4CDDA5
14:28:14 2021	7509515	truck	4	4787	PC1BDA119
12:47:44 2021	367073	car	2	4989	PC7D7AE48
09:26:56 2021	8543348	truck	4	4803	PC2BBEEDC
2021	4588656	car	2	4848	PCF0FC9B2
2021	9706662	car	2	4377	PC4AC8EAD
2021	3359010	car	2	4947	PCE4A44BE
2021	7639441	car	2	4439	PC845CEA6
08:52:25 2021	9449600	car	2	4346	PCA35B156
2021	7572233	car	2	4718	PC81E83B9
2021	7096671	truck	4	4049	PC4779D38
2021	6218100	car	2	4579	PC926F0A9
2021	9500467	van	2	4985	PCCA71D2C
2021	2551672	truck	4	4356	PCF1979AE
2021	4423795	car	2	4631	PCFFF6463
07:19:12 2021	1520424	car	2	4898	PC0AE9E1B
2021	5680437	car	2	4022	PCF135377
02:30:05 2021	1469208	van	2	4586	PC4A40D50
06:58:52 2021	9017449	car	2	4733	PC797AEBF
03:09:03 2021	9014873	truck	4	4764	PCF6B0D12
21:03:28 2021	6849933	car	2	4466	PC6E93A05
00:29:43 2021	1907386	car	2	4158	PCAA68777
01:56:36 2021	5556619	truck	4	4111	PC07F012A
2021	8724319	truck	4	4591	PCC9875AC
08:24:12 2021	4066334	car	2	4015	PC524833E
2021	1208453	car	2	4420	PCFDB2950
18:13:51 2021	8705286	truck	4	4924	PCE3427C5
2021	758555	car	2	4501	PC5D41947
2021	7388283	car	2	4026	PC2CE9851
07:16:20 2021	7589773	car	2	4280	PC03A5F23
2021	2316095	car	2	4953	PC1E2B07E
2021	1847455	van	2	4923	PC8A7A22A
2021	7707016	car	2	4283	PC953B572
04:10:44 2021	2616520	truck	4	4899	PC4967767
2021	8332760	truck	4	4560	PC5030572
05:19:02 2021	9677148	car	2	4037	PC0A50259
19:23:36 2021	2695699	car	2	4610	PCA4D3E9B
2021	1836057	car	2	4775	PCA50FB36
2021	7980271	truck	4	4414	PC40BD0F3
2021	9166253	car	2	4915	PC86B0D7B
20:26:27 2021	5966610	car	2	4618	PC8F4AF85
2021	8273227	car	2	4909	PCDED6F20
2021	4772310	car	2	4497	PC76FDDEA
2021	401226	car	2	4401	PC0606D6A
22:30:06 2021	5259884	van	2	4284	PC0DB49FD
2021	4560546	car	2	4235	PCFB11406
23:10:56 2021	3679257	truck	4	4482	PCB6A16D7
01:28:48 2021	5001460	car	2	4981	PC6B14C5D
2021	488809	car	2	4175	PC08EA270
2021	4435309	car	2	4188	PCDB12C82
17:35:18 2021	9206176	car	2	4015	PC524833E
03:08:44 2021	5665208	truck	4	4230	PC19CE0DB
05:31:31 2021	3619766	car	2	4686	PCD6E5E77
2021	8195160	car	2	4123	PCDE850D8
05:40:04 2021	689804	truck	4	4283	PC953B572
2021	7671204	car	2	4016	PCCD7399B
19:31:40 2021	7549660	truck	4	4504	PC461DCD3
17:00:36 2021	6999001	car	2	4377	PC4AC8EAD
2021	3470780	truck	4	4971	PC0BD172F
15:21:43 2021	3321932	car	2	4031	PC0214185
04:56:23 2021	2993477	truck	4	4965	PCA0BAE0F
2021	7137012	car	2	4350	PCEDD7E85
07:55:35 2021	4425207	car	2	4232	PC4156AD5
2021	8906007	car	2	4592	PC627AA14
2021	2613132	car	2	4760	PC161AC8D
2021	1351738	truck	4	5002	PC585BD38
2021	8845283	car	2	4974	PCDEB8E32
2021	5207716	car	2	4361	PC2E0C888
05:34:28 2021	2593435	car	2	4946	PCCF18BAF
2021	3194131	car	2	4314	PC7E9E8F3
2021	946473	car	2	4784	PCDB42B34
19:28:13 2021	2098761	truck	4	4611	PC2EBEAB9
2021	7556070	van	2	4515	PC6A1B37B
2021	7949412	car	2	4531	PC857F4A0
2021	4982057	car	2	4070	PCEECA8B2
2021	1732371	car	2	4891	PC57036DA
23:50:15 2021	4012995	car	2	4325	PC8FC83B3
2021	2596237	car	2	4672	PC03AE86F
17:51:59 2021	8381319	car	2	4147	PC4D2C5A7
2021	5062265	truck	4	4049	PC4779D38
2021	7705983	car	2	4748	PCF2ECD29
2021	2307979	van	2	4654	PCBA5D8AB
2021	2588561	car	2	4890	PCAFC8A56
12:39:42 2021	6847371	car	2	4972	PCC51AD39
2021	2121085	car	2	4709	PCC8C7059
01:37:46 2021	1734512	car	2	4788	PC00AE965
2021	7759834	truck	4	4306	PC5D6563A
2021	6292412	car	2	4436	PC0CF9451
2021	866998	car	2	4039	PC73BE1E2
2021	9057323	truck	4	4612	PC871C1FC
03:55:57 2021	8091650	car	2	4686	PCD6E5E77
23:24:23 2021	2155384	car	2	4314	PC7E9E8F3
06:54:05 2021	1867583	car	2	4608	PCACD1BEE
2021	2703371	truck	4	4063	PC7667A3E
20:00:16 2021	8368036	car	2	4944	PC41EEC34
2021	3418635	truck	4	4246	PC95F5F6B
2021	301035	car	2	4438	PC665A28E
2021	4648848	car	2	4234	PC5EBC1E1
2021	758078	car	2	4050	PC822E359
04:50:03 2021	1517284	van	2	4721	PCE937423
20:38:41 2021	5708944	car	2	4130	PC9F22103
2021	202496	car	2	4852	PC68969FB
2021	6716922	truck	4	4575	PC84D9FC1
03:23:33 2021	5536264	car	2	4326	PC356AE8F
07:34:29 2021	2105735	car	2	4694	PCBCF42C2
2021	8857993	car	2	4551	PCCA5979C
15:56:14 2021	514282	car	2	4775	PCA50FB36
23:44:18 2021	847307	truck	4	4146	PCF91266E
06:42:24 2021	2573891	van	2	4042	PC5D4DE09
08:07:39 2021	9009917	car	2	4904	PC36C6441
2021	1701415	truck	4	4556	PC18C31F6
20:38:49 2021	5040531	car	2	4812	PC22D9C6D
2021	1297862	car	2	4742	PC05B8749
06:15:30 2021	1932822	van	2	4788	PC00AE965
2021	8569313	car	2	4830	PC12EEFE0
06:33:09 2021	6311114	car	2	4218	PC8DF4919
2021	1451546	car	2	4754	PC99AE725
2021	1711676	van	2	4960	PC6A1BCA4
18:51:11 2021	6740804	car	2	4090	PC1EE951B
2021	9049528	car	2	4804	PC68484C6
2021	5269094	van	2	4617	PC7758F89
2021	4753661	car	2	4150	PCC8441A8
2021	1948111	car	2	4086	PC23E470D
2021	5894664	van	2	4730	PC7DC0964
2021	5455717	truck	4	4925	PCE5E04A2
21:43:22 2021	1499647	car	2	4629	PCC5E1C04
21:50:38 2021	2843245	truck	4	4286	PC12BE494
2021	9796603	truck	4	4617	PC7758F89
21:21:40 2021	5671860	car	2	4556	PC18C31F6
2021	425972	truck	4	4183	PCF5E7754
2021	7588083	car	2	4089	PC3CCA187
03:45:21 2021	4816147	car	2	4230	PC19CE0DB
2021	461211	car	2	4615	PC1ECBA39
2021	7091224	car	2	4720	PCDD23528
2021	3540160	car	2	4905	PCE1EA438
2021	863358	van	2	4758	PCCE12794
2021	2813269	truck	4	5000	PCFE7F7FE
2021	4346673	car	2	4360	PC084F676
05:22:43 2021	2872850	truck	4	4746	PC0514825
2021	6322565	car	2	4781	PC0D83A1E
2021	2138116	car	2	4706	PCD8D5094
2021	9574626	van	2	4678	PCD175301
18:17:26 2021	8951022	car	2	4125	PC8AAEF51
2021	6597551	truck	4	4229	PCD0DDD3D
22:50:36 2021	3348298	car	2	4100	PCC6DD8D5
2021	846482	car	2	4812	PC22D9C6D
11:54:14 2021	6676389	car	2	4574	PCC1F6F13
16:32:26 2021	5427260	car	2	4902	PC425C6EC
2021	1653255	truck	4	4938	PC6C57ED3
2021	2976969	car	2	4479	PCCA36E4D
2021	2959955	car	2	4191	PCCC28F87
13:34:03 2021	8519579	car	2	4278	PC4847214
13:51:04 2021	340196	truck	4	4025	PC5ABB8E4
2021	1959570	truck	4	4700	PC14E538A
14:46:46 2021	4214176	car	2	4145	PC5FBE4B8
11:24:50 2021	430612	truck	4	4894	PCDADB8C6
10:02:09 2021	2164841	car	2	4509	PCA2E8463
2021	6533535	car	2	4827	PC7D68CD9
2021	4798571	truck	4	4620	PC43973F9
2021	2760594	car	2	4569	PC20129F9
2021	2304313	truck	4	4021	PC851E565
10:52:13 2021	2985337	car	2	4838	PCEECD973
2021	4227039	car	2	4732	PCD83DE25
08:01:30 2021	1255970	truck	4	4691	PCFAB001F
2021	5241924	truck	4	4536	PCC6C5CFB
20:43:16 2021	7451832	car	2	4898	PC0AE9E1B
04:45:44 2021	3989343	truck	4	4267	PCE51C5C7
2021	1804267	van	2	4066	PC883FCA9
2021	1589440	truck	4	4934	PC3ED26A2
2021	7750582	car	2	5010	PC028872C
12:34:50 2021	116476	car	2	4325	PC8FC83B3
2021	2617674	car	2	4887	PC81776BA
2021	4228191	car	2	4996	PC6A4F55F
14:43:31 2021	109141	van	2	4974	PCDEB8E32
2021	5065439	car	2	4927	PC2D22627
2021	1852318	truck	4	4091	PC2E099B4
2021	3191217	car	2	4105	PC43919D1
2021	8036070	car	2	4721	PCE937423
2021	7270810	car	2	4908	PC3D16FC5
2021	4800433	car	2	4733	PC797AEBF
2021	7600086	car	2	4730	PC7DC0964
2021	1308715	truck	4	4491	PCA52F720
2021	448292	car	2	4827	PC7D68CD9
10:52:15 2021	8125706	truck	4	4902	PC425C6EC
22:39:54 2021	7354020	truck	4	4967	PC2AFCB31
2021	8604614	car	2	4355	PC0EF761B
2021	8074052	car	2	4252	PCA32686D
2021	3137291	car	2	4669	PC36675CE
07:57:43 2021	7817055	car	2	4051	PC3B970F2
23:55:35 2021	9979009	car	2	4139	PC924C594
2021	7381741	car	2	4470	PCB4FF8FA
2021	6413555	car	2	4517	PC9AF321D
09:24:17 2021	5271350	car	2	4175	PC08EA270
2021	5887331	car	2	4995	PCBE6ABE5
2021	2484968	car	2	4616	PCE6675F9
2021	2023578	car	2	4124	PC3338D42
2021	2574839	car	2	4133	PC30FC453
2021	192172	truck	4	4687	PC52E7369
2021	1794758	truck	4	4190	PCDFC1E11
14:17:39 2021	254824	car	2	4670	PC2BE6D87
21:51:35 2021	8317981	truck	4	4368	PC909A324
2021	7578701	van	2	4222	PC15EC378
12:56:57 2021	2555513	car	2	4184	PC43A5E42
2021	2119264	car	2	4446	PC7F1A5B9
2021	239988	car	2	4042	PC5D4DE09
2021	147156	van	2	4396	PCA00BC1C
18:05:36 2021	6891565	car	2	4855	PC03C5C15
20:55:48 2021	4765841	car	2	5004	PC2111CF9
10:14:37 2021	9017443	car	2	4243	PCC4F7DCE
2021	8747053	car	2	4080	PCBE7E15B
2021	839289	truck	4	4468	PC040ADB3
2021	7212737	car	2	4121	PCEC57A8E
2021	9707238	truck	4	4799	PCC3A370A
2021	9288974	car	2	4748	PCF2ECD29
2021	2130769	car	2	4693	PCB4CDDA5
2021	3651531	car	2	4750	PCD987A9D
2021	5066582	car	2	4165	PC0D2B95C
2021	318251	car	2	4384	PC59A33DE
2021	1018828	car	2	4929	PC9E503B6
17:03:19 2021	4329135	car	2	4394	PCD3A817A
22:42:16 2021	5510586	car	2	4931	PC3D30AD0
2021	1292686	van	2	4644	PC411FDC0
01:52:17 2021	2875806	truck	4	4023	PC77793DF
2021	5025963	car	2	4534	PCAD9E1F9
2021	2358436	car	2	4835	PC4645718
2021	4363896	truck	4	4280	PC03A5F23
02:08:16 2021	7051510	truck	4	4266	PC39B17A9
13:29:57 2021	5575517	car	2	4540	PC5CAF0A7
2021	2930078	car	2	5010	PC028872C
2021	1439079	truck	4	4048	PC1FE6483
16:59:57 2021	2085626	truck	4	4810	PC2CA4087
16:41:38 2021	809065	car	2	4147	PC4D2C5A7
06:10:52 2021	4100648	car	2	4082	PCF86214E
2021	9745831	truck	4	4078	PC8473A64
03:00:46 2021	7337960	car	2	4695	PC4A5D62F
2021	3612246	car	2	4973	PC9C7C18E
2021	8601164	car	2	4699	PC2C1B987
2021	6123311	truck	4	4136	PCA579A65
08:29:14 2021	3507029	car	2	4106	PC9764C98
10:38:37 2021	1725151	truck	4	4468	PC040ADB3
2021	8860504	car	2	4134	PC767BBB2
22:59:56 2021	2017681	truck	4	4422	PCF514246
23:16:29 2021	8183479	car	2	4273	PC0EF5BA6
2021	8811914	car	2	4892	PC7AA5B2F
2021	9631688	car	2	4230	PC19CE0DB
02:25:32 2021	8193463	truck	4	4240	PC72FE04B
19:54:41 2021	1766709	car	2	4342	PCE7F2748
2021	4909497	car	2	4605	PCEB27C63
2021	7279029	truck	4	4188	PCDB12C82
2021	4791619	car	2	4001	PC58105BF
09:05:10 2021	8712036	car	2	4971	PC0BD172F
2021	4973747	car	2	4456	PC8DFF744
04:42:52 2021	2800039	car	2	4975	PC818101A
14:45:19 2021	9337207	car	2	4643	PC6713209
2021	9220703	car	2	4386	PC948D5B2
2021	5090710	car	2	4671	PCCAAFB48
2021	9726834	truck	4	4785	PC787D664
2021	8464288	car	2	4698	PC8BCEB19
2021	2918487	car	2	4167	PC8453073
15:32:55 2021	6975253	car	2	4917	PCD8C66B1
2021	873000	car	2	4409	PC44E2F09
12:16:13 2021	7144030	truck	4	4007	PCDF9F773
2021	74751	car	2	5008	PC48D61BB
2021	3092624	car	2	4574	PCC1F6F13
2021	8043044	truck	4	4712	PC94168A2
2021	6763315	car	2	4056	PC9FBBA67
08:14:28 2021	7665718	van	2	4610	PCA4D3E9B
2021	2030697	car	2	4558	PC575F591
03:52:31 2021	3546362	car	2	4589	PC1477DC9
2021	5579622	car	2	4581	PCC347465
16:40:36 2021	6766212	truck	4	4802	PCBDD55F1
2021	8678822	car	2	4722	PC035B71E
2021	2515206	car	2	4223	PCA37D114
2021	9647104	car	2	4576	PC394C979
12:07:31 2021	8363585	car	2	4128	PCC0E7E2A
2021	954814	truck	4	4063	PC7667A3E
2021	3500082	car	2	4475	PCCC0D001
2021	4302933	car	2	4888	PC46C55B4
2021	1281592	truck	4	4986	PC9787B8A
2021	1668996	car	2	4172	PC1A43FB7
2021	2799295	truck	4	4374	PCC321538
2021	155498	truck	4	4027	PCE7A4F34
2021	3127161	van	2	4072	PC69F3F14
2021	8415963	car	2	4067	PC1CCD955
03:33:30 2021	4507082	car	2	4596	PC6558A56
2021	7935251	car	2	4729	PC5170BF4
2021	2868406	car	2	4451	PCF95BF53
19:31:03 2021	2337912	car	2	4419	PC99BB7A3
2021	3881228	car	2	4920	PC42A3AB0
2021	5263238	car	2	4991	PC5B5C16D
2021	4571658	van	2	4622	PCF31BD97
2021	3017277	car	2	4642	PC17D596F
2021	9879687	car	2	4158	PCAA68777
2021	4056126	car	2	4392	PCAF6E464
13:34:50 2021	6201597	van	2	4091	PC2E099B4
01:04:46 2021	5063598	truck	4	4838	PCEECD973
2021	4666427	car	2	4328	PC3777B8E
2021	9169123	car	2	4038	PC77889B3
2021	3521342	truck	4	4129	PCA6127FF
2021	4997147	car	2	4478	PCB02917E
04:49:32 2021	4334699	car	2	4879	PCC90A061
16:32:40 2021	3896955	van	2	4924	PCE3427C5
14:13:06 2021	685502	car	2	4215	PC4C76F48
06:20:23 2021	3723750	truck	4	4385	PC148C815
2021	8981107	car	2	4585	PCF3AE602
2021	8161215	truck	4	4060	PC481C9F9
2021	5494532	truck	4	4839	PCA0290AD
2021	4709167	car	2	4442	PC05C2F86
2021	326314	car	2	4183	PCF5E7754
2021	256879	car	2	4476	PC439FA2D
2021	5763581	van	2	4753	PC6AA246E
2021	8131510	car	2	4437	PCBE6CB59
03:42:43 2021	8025290	car	2	4418	PCF6EECB2
2021	1988177	car	2	4032	PC578F087
00:30:25 2021	8145530	car	2	4835	PC4645718
2021	3562599	van	2	4909	PCDED6F20
2021	1916677	car	2	4036	PCE6CC50C
2021	6726273	truck	4	4096	PCFA4F864
23:24:38 2021	8523480	car	2	4081	PCC825DB2
2021	1631685	truck	4	4573	PC4D8469D
2021	9252011	truck	4	4675	PCE49911B
2021	7300558	car	2	4480	PC9A343F9
15:40:58 2021	848840	car	2	4293	PC2A27502
2021	4739032	car	2	4749	PC65C93B7
12:44:36 2021	1489777	van	2	4110	PCF891CEB
17:09:26 2021	7710222	car	2	4569	PC20129F9
2021	6885916	car	2	4656	PC63844BC
18:50:39 2021	1900389	truck	4	4983	PCC3E4ADA
2021	4875056	truck	4	4289	PCF621E92
2021	9306326	truck	4	4860	PCF4A2DA9
2021	8211013	car	2	4130	PC9F22103
16:42:19 2021	6412488	car	2	4199	PC7CCC47B
07:58:40 2021	8703705	car	2	4138	PC79E328A
2021	278147	truck	4	4234	PC5EBC1E1
2021	960545	van	2	4084	PC71D433F
2021	6056685	car	2	4711	PC340B4DE
20:40:31 2021	4273899	truck	4	4499	PC1EEDA04
11:34:45 2021	7485577	car	2	4709	PCC8C7059
2021	120233	car	2	4452	PC8C7C5D7
01:50:31 2021	2438318	car	2	4519	PC92A6471
09:35:23 2021	5100664	truck	4	4420	PCFDB2950
2021	3119836	car	2	4838	PCEECD973
2021	5631034	car	2	4203	PC5295A46
2021	8228986	truck	4	4447	PC6B030C6
07:19:27 2021	434238	car	2	4159	PC5631507
2021	7664842	truck	4	4276	PC4E15B39
13:29:48 2021	7262675	car	2	4037	PC0A50259
2021	9771276	car	2	4332	PC3B258E9
2021	9842071	truck	4	4654	PCBA5D8AB
04:09:56 2021	1914947	truck	4	4787	PC1BDA119
2021	1955268	car	2	4864	PC259547F
07:35:06 2021	5515957	car	2	4689	PC89C35AD
2021	8622096	car	2	4646	PC3F8C42B
2021	8753559	truck	4	4767	PC61F3A80
2021	3601495	car	2	4596	PC6558A56
2021	2025847	car	2	4616	PCE6675F9
05:06:49 2021	9026973	car	2	4848	PCF0FC9B2
2021	4905006	car	2	4747	PC5E524A1
06:59:35 2021	3836559	car	2	4739	PC07289CF
2021	280707	car	2	4655	PCF9CAB22
09:14:44 2021	1636541	van	2	4473	PC51FDD60
2021	7979017	truck	4	4445	PC796A888
2021	7543450	van	2	4189	PC7655FC1
21:10:36 2021	2205725	car	2	4206	PCAC34A40
2021	4863506	car	2	4436	PC0CF9451
2021	2456417	car	2	4658	PC1A58039
22:18:45 2021	3298279	car	2	4755	PC628DCED
05:51:52 2021	6406520	car	2	4173	PC0EB640E
2021	7381678	car	2	4522	PC0A326BE
2021	7377775	truck	4	4856	PC7C042B7
2021	5957136	car	2	4669	PC36675CE
2021	9491195	car	2	4096	PCFA4F864
21:58:50 2021	7578723	car	2	4383	PC4BFE950
16:17:42 2021	7567440	car	2	4155	PC9042B3F
2021	4296882	car	2	4402	PC85224D1
07:09:08 2021	6011023	truck	4	4904	PC36C6441
2021	6498517	car	2	4282	PCCE002E5
2021	2421022	van	2	4553	PC1D57D7F
2021	6247569	car	2	4318	PCAD89FE3
00:12:08 2021	7335690	car	2	4605	PCEB27C63
2021	5557139	car	2	4622	PCF31BD97
2021	3606424	car	2	4352	PC99B9343
01:12:48 2021	213742	van	2	4142	PC7ACFF7C
2021	271972	car	2	4739	PC07289CF
04:44:19 2021	8708305	car	2	4575	PC84D9FC1
2021	5595295	truck	4	4538	PCDE5402C
08:07:34 2021	4047163	truck	4	4497	PC76FDDEA
00:57:14 2021	7410078	van	2	4728	PC07BF95F
2021	799900	car	2	4881	PCDE20E6F
2021	3628285	car	2	4855	PC03C5C15
01:08:32 2021	1238213	truck	4	4836	PCE78024A
2021	3114925	truck	4	4106	PC9764C98
14:20:15 2021	8007927	truck	4	4448	PC19F3DBB
01:11:44 2021	7112490	car	2	4518	PCC7B407A
2021	7937564	van	2	4506	PCB24B68E
2021	6811197	car	2	4181	PC4457F74
2021	8837823	car	2	4423	PCF9F4940
01:35:34 2021	8370925	car	2	4379	PC87C8BC4
2021	2912692	car	2	4427	PCD70DDDF
2021	1704930	truck	4	4985	PCCA71D2C
